number_people;177
Randomcounter;40
Randomreport-total-co-emissions;311402.012
Randomreport-number-riders;37.05
Randomreport-num-cars-stopped;7.030196529
Randomreport-mean-speed-cars;0.359068497
Randomreport-average-wait-time-cars;2.99500774
Randomreport-average-rider-score-group;0.067387111
Randomreport-average-walking-turtle-score;0.735220231
Randomreport-number-walking-turtles;11.425
Min Distancecounter;40
Min Distancereport-total-co-emissions;102375.7607
Min Distancereport-number-riders;46.775
Min Distancereport-num-cars-stopped;4.196104708
Min Distancereport-mean-speed-cars;0.410491987
Min Distancereport-average-wait-time-cars;2.51692225
Min Distancereport-average-rider-score-group;0.18118909
Min Distancereport-average-walking-turtle-score;1
Min Distancereport-number-walking-turtles;0
Best!counter;40
Best!report-total-co-emissions;115280.3826
Best!report-number-riders;50.6
Best!report-num-cars-stopped;6.346248482
Best!report-mean-speed-cars;0.378261058
Best!report-average-wait-time-cars;2.580836273
Best!report-average-rider-score-group;0.593434088
Best!report-average-walking-turtle-score;0.623650781
Best!report-number-walking-turtles;45.225
