number_people;50
Randomcounter;40
Randomreport-total-co-emissions;78555.09434
Randomreport-number-riders;10.875
Randomreport-num-cars-stopped;2.446202978
Randomreport-mean-speed-cars;0.36305164
Randomreport-average-wait-time-cars;3.097672693
Randomreport-average-rider-score-group;0.066833394
Randomreport-average-walking-turtle-score;0.842594899
Randomreport-number-walking-turtles;2.925
Min Distancecounter;40
Min Distancereport-total-co-emissions;41399.38721
Min Distancereport-number-riders;14.15
Min Distancereport-num-cars-stopped;1.802722471
Min Distancereport-mean-speed-cars;0.394240098
Min Distancereport-average-wait-time-cars;2.824591051
Min Distancereport-average-rider-score-group;0.134180738
Min Distancereport-average-walking-turtle-score;1
Min Distancereport-number-walking-turtles;0
Best!counter;40
Best!report-total-co-emissions;33767.93202
Best!report-number-riders;15.225
Best!report-num-cars-stopped;2.409021844
Best!report-mean-speed-cars;0.381133028
Best!report-average-wait-time-cars;2.590113467
Best!report-average-rider-score-group;0.508259149
Best!report-average-walking-turtle-score;0.617035003
Best!report-number-walking-turtles;13.6
