number_people;75
Randomcounter;40
Randomreport-total-co-emissions;125468.6865
Randomreport-number-riders;15.675
Randomreport-num-cars-stopped;3.287255213
Randomreport-mean-speed-cars;0.361669145
Randomreport-average-wait-time-cars;3.035461793
Randomreport-average-rider-score-group;0.068732037
Randomreport-average-walking-turtle-score;0.779277624
Randomreport-number-walking-turtles;5.275
Min Distancecounter;40
Min Distancereport-total-co-emissions;51011.6175
Min Distancereport-number-riders;19.875
Min Distancereport-num-cars-stopped;2.246561868
Min Distancereport-mean-speed-cars;0.39743757
Min Distancereport-average-wait-time-cars;2.755081017
Min Distancereport-average-rider-score-group;0.147930177
Min Distancereport-average-walking-turtle-score;0.998029493
Min Distancereport-number-walking-turtles;0.125
Best!counter;40
Best!report-total-co-emissions;48595.49858
Best!report-number-riders;22.3
Best!report-num-cars-stopped;3.129186308
Best!report-mean-speed-cars;0.375633906
Best!report-average-wait-time-cars;2.713874545
Best!report-average-rider-score-group;0.541338908
Best!report-average-walking-turtle-score;0.616304312
Best!report-number-walking-turtles;19.4
