number_people;150
Randomcounter;40
Randomreport-total-co-emissions;243684.0943
Randomreport-number-riders;31.75
Randomreport-num-cars-stopped;6.015161892
Randomreport-mean-speed-cars;0.36819954
Randomreport-average-wait-time-cars;2.943259038
Randomreport-average-rider-score-group;0.076699483
Randomreport-average-walking-turtle-score;0.743967442
Randomreport-number-walking-turtles;9.725
Min Distancecounter;40
Min Distancereport-total-co-emissions;84114.31499
Min Distancereport-number-riders;39.425
Min Distancereport-num-cars-stopped;3.611219635
Min Distancereport-mean-speed-cars;0.408220631
Min Distancereport-average-wait-time-cars;2.547830281
Min Distancereport-average-rider-score-group;0.158792458
Min Distancereport-average-walking-turtle-score;1
Min Distancereport-number-walking-turtles;0
Best!counter;40
Best!report-total-co-emissions;97727.89531
Best!report-number-riders;42.925
Best!report-num-cars-stopped;5.085122231
Best!report-mean-speed-cars;0.372381693
Best!report-average-wait-time-cars;2.620322418
Best!report-average-rider-score-group;0.585526882
Best!report-average-walking-turtle-score;0.610720919
Best!report-number-walking-turtles;38.4
