number_people;100
Randomcounter;40
Randomreport-total-co-emissions;163719.7163
Randomreport-number-riders;20.65
Randomreport-num-cars-stopped;4.355356908
Randomreport-mean-speed-cars;0.369037104
Randomreport-average-wait-time-cars;3.01689603
Randomreport-average-rider-score-group;0.067259831
Randomreport-average-walking-turtle-score;0.755562649
Randomreport-number-walking-turtles;7.05
Min Distancecounter;40
Min Distancereport-total-co-emissions;62775.99667
Min Distancereport-number-riders;26.775
Min Distancereport-num-cars-stopped;2.640691032
Min Distancereport-mean-speed-cars;0.409071743
Min Distancereport-average-wait-time-cars;2.592351273
Min Distancereport-average-rider-score-group;0.154200035
Min Distancereport-average-walking-turtle-score;0.979397845
Min Distancereport-number-walking-turtles;0.025
Best!counter;40
Best!report-total-co-emissions;64282.42712
Best!report-number-riders;28.525
Best!report-num-cars-stopped;4.060254552
Best!report-mean-speed-cars;0.380162306
Best!report-average-wait-time-cars;2.661283139
Best!report-average-rider-score-group;0.556448915
Best!report-average-walking-turtle-score;0.613622823
Best!report-number-walking-turtles;25.35
