;136249.68491364174;27;24;0.1221111111111111;9.11111111111111;0.09435727619799568;0.7719834911134902;15;93169.99844272074;13;11;0.16907692307692307;9.538461538461538;0.05511453944933516;1;2;72490.28369419836;13;13;0;8.538461538461538;0.09797103900386961;0.630777857774014;8;84428.73116040528;13;13;0;8.076923076923077;0.10399431372162352;0.6231057540895493;12;92864.6082514687;14;12;0.157;10;0.10440683289864601;0.6328487686106826;3;69832.62488630478;11;9;0.1998181818181818;7.363636363636363;0.08039534831677322;0.6745910935599371;14;95432.94428123166;16;15;0.0686875;8.6875;0.0289214407987394;0.6708337197751951;7;80505.91927501766;14;12;0.14992857142857144;7.928571428571429;0.05978779120353374;0.7353946784970151;18;97643.74595101154;18;17;0.06105555555555556;9.5;0.08852021776187013;1;0;82489.0604845543;11;11;0;9;0.054276061556725284;0.8102633887045234;7;88024.45641946714;15;13;0.14653333333333332;9.933333333333334;0.028621546318048426;0.6781141474371393;8;83460.88860748177;13;13;0;9.384615384615385;0.0647021441220152;0.6835766571293609;8;91791.54157061984;14;14;0;10.714285714285714;0.05013379319176155;1;0;89035.39161011897;14;12;0.14285714285714285;9.571428571428571;0.11962106595911681;0.8091364024850921;6;94146.21090511026;17;16;0.0646470588235294;8.764705882352942;0.05056154213204239;0.8972045953408136;7;92730.02149956489;16;14;0.137375;8.1875;0.047967389856891876;0.504463305162447;1;76043.38257566051;13;12;0.08453846153846153;6.6923076923076925;0.0440033883549648;0.7399197067967964;10;86357.3856623364;12;11;0.09158333333333334;10.666666666666666;0.03727248035085128;0.8943801731811067;9;82996.80790293042;16;15;0.0686875;9.375;0.029474460854652995;0.7283172052028527;12;78095.05876466427;16;15;0.0686875;7.5;0.03474933458132309;0.8185495116908855;9
;137977.3724993908;27;24;0.1111111111111111;10;0.09435727619799568;0.7719834911134902;15;93963.29016655344;13;11;0.15384615384615385;10.384615384615385;0.05511453944933516;1;2;73422.38369419836;13;13;0;9.538461538461538;0.09797103900386961;0.630777857774014;8;85360.83116040529;13;13;0;9.076923076923077;0.10399431372162352;0.6231057540895493;12;93729.5999753014;14;12;0.14285714285714285;10.857142857142858;0.10440683289864601;0.6328487686106826;3;70482.51661013749;11;9;0.18181818181818182;8.181818181818182;0.08039534831677322;0.6745910935599371;14;96510.74014314801;16;15;0.0625;9.625;0.0289214407987394;0.6708337197751951;7;81370.73907485085;14;12;0.14992857142857144;8.785714285714286;0.05978779120353374;0.7353946784970151;18;98864.9418129279;18;17;0.05555555555555555;10.444444444444445;0.08852021776187013;1;0;83277.7604845543;11;11;0;10;0.054276061556725284;0.8102633887045234;7;88961.14814329984;15;13;0.13333333333333333;10.8;0.028621546318048426;0.6781141474371393;8;84392.98860748178;13;13;0;10.384615384615385;0.0647021441220152;0.6835766571293609;8;92795.34157061984;14;14;0;11.714285714285714;0.05013379319176155;1;0;89900.03948595264;14;12;0.157;10.428571428571429;0.11962106595911681;0.8091364024850921;6;95295.70676702661;17;16;0.058823529411764705;9.705882352941176;0.05056154213204239;0.8972045953408136;7;93738.4132233976;16;14;0.125;9.0625;0.047967389856891876;0.504463305162447;1;76906.07843757686;13;12;0.07692307692307693;7.615384615384615;0.0440033883549648;0.7399197067967964;10;87148.38152425275;12;11;0.08333333333333333;11.583333333333334;0.03727248035085128;0.8943801731811067;9;84074.60376484678;16;15;0.0625;10.3125;0.029474460854652995;0.7283172052028527;12;79172.85462658062;16;15;0.0625;8.4375;0.03474933458132309;0.8185495116908855;9
;139704.54431314132;27;24;0.1221111111111111;10.88888888888889;0.09435727619799568;0.7719834911134902;15;94756.23804238712;13;11;0.16907692307692307;11.23076923076923;0.05511453944933516;1;2;74282.78369419836;12;12;0;11.166666666666666;0.09797103900386961;0.630777857774014;8;86292.9311604053;13;13;0;10.076923076923077;0.10399431372162352;0.6231057540895493;12;94594.24785113508;14;12;0.157;11.714285714285714;0.10440683289864601;0.6328487686106826;3;71132.06448597118;11;9;0.1998181818181818;9;0.08039534831677322;0.6745910935599371;14;97588.36408106485;16;15;0.0686875;10.5625;0.0289214407987394;0.6708337197751951;7;82235.55887468404;14;12;0.14992857142857144;9.642857142857142;0.05978779120353374;0.7353946784970151;18;100085.96575084473;18;17;0.06105555555555556;11.38888888888889;0.08852021776187013;1;0;84066.46048455429;11;11;0;11;0.054276061556725284;0.8102633887045234;7;89897.49601913351;15;13;0.14653333333333332;11.666666666666666;0.028621546318048426;0.6781141474371393;8;85325.08860748178;13;13;0;11.384615384615385;0.0647021441220152;0.6835766571293609;8;93799.14157061985;14;14;0;12.714285714285714;0.05013379319176155;1;0;90765.03120978535;14;12;0.14285714285714285;11.285714285714286;0.11962106595911681;0.8091364024850921;6;96445.03070494345;17;16;0.0646470588235294;10.647058823529411;0.05056154213204239;0.8972045953408136;7;94746.46109923128;16;14;0.137375;9.9375;0.047967389856891876;0.504463305162447;1;77768.60237549369;13;12;0.08453846153846153;8.538461538461538;0.0440033883549648;0.7399197067967964;10;87939.20546216959;12;11;0.09158333333333334;12.5;0.03727248035085128;0.8943801731811067;9;85152.22770276362;16;15;0.0686875;11.25;0.029474460854652995;0.7283172052028527;12;80250.47856449746;16;15;0.0686875;9.375;0.03474933458132309;0.8185495116908855;9
;140266.18875771572;27;3;0.1881111111111112;1.1111111111111112;0.09435727619799568;0.7719834911134902;15;95049.79699143069;13;2;0.22238461538461543;1.5384615384615385;0.05511453944933516;1;2;74532.3991916783;12;1;0.09075;0.5833333333333334;0.09797103900386961;0.630777857774014;8;86614.24665788523;13;2;0.08376923076923076;1;0.10399431372162352;0.6231057540895493;12;94917.85921053137;14;2;0.14921428571428572;0.9285714285714286;0.10440683289864601;0.6328487686106826;3;71393.27516274566;11;2;0.24481818181818182;1.0909090909090908;0.08039534831677322;0.6745910935599371;14;97833.2719849993;16;0;0.15531250000000005;0;0.0289214407987394;0.6708337197751951;7;82503.47244621535;14;1;0.16335714285714284;0.07142857142857142;0.05978779120353374;0.7353946784970151;18;100418.74779091371;18;1;0.1435555555555556;0.3888888888888889;0.08852021776187013;1;0;84299.90184589969;11;1;0.08999999999999998;1;0.054276061556725284;0.8102633887045234;7;90278.92910431161;15;3;0.19933333333333333;2;0.028621546318048426;0.6781141474371393;8;85535.3523772308;13;0;0.09899999999999999;0;0.0647021441220152;0.6835766571293609;8;94025.5794765034;14;0;0.09899999999999999;0;0.05013379319176155;1;0;90963.3687192335;14;0;0.24185714285714285;0;0.11962106595911681;0.8091364024850921;6;96761.6386088779;17;1;0.14617647058823535;0.4117647058823529;0.05056154213204239;0.8972045953408136;7;94977.49072894754;16;0;0.211625;0;0.047967389856891876;0.504463305162447;1;78076.03959875544;13;2;0.15307692307692308;1.3846153846153846;0.0440033883549648;0.7399197067967964;10;88119.41682156587;12;0;0.17408333333333334;0;0.03727248035085128;0.8943801731811067;9;85452.66147056353;16;1;0.149125;0.6875;0.029474460854652995;0.7283172052028527;12;80786.8940619774;16;5;0.0680625;1.6875;0.03474933458132309;0.8185495116908855;9
;140626.23306188168;27;2;0.27977777777777785;0.7407407407407407;0.09435727619799568;0.7719834911134902;15;95280.62987624189;13;2;0.30615384615384617;1.6923076923076923;0.05511453944933516;1;2;74705.76975820638;12;1;0.1815;0.6666666666666666;0.09797103900386961;0.630777857774014;8;86866.24858177258;13;2;0.1599230769230769;0.6923076923076923;0.10399431372162352;0.6231057540895493;12;95165.0537149763;14;2;0.23407142857142854;1.0714285714285714;0.10440683289864601;0.6328487686106826;3;71550.09662614085;11;1;0.3348181818181818;0.5454545454545454;0.08039534831677322;0.6745910935599371;14;97974.03760454534;16;0;0.2543125;0;0.0289214407987394;0.6708337197751951;7;82688.38165343508;14;1;0.24114285714285713;0.14285714285714285;0.05978779120353374;0.7353946784970151;18;100647.3875465943;18;1;0.23155555555555557;0.4444444444444444;0.08852021776187013;1;0;84408.50376978703;11;0;0.18899999999999997;0;0.054276061556725284;0.8102633887045234;7;90590.70476789809;15;3;0.27853333333333335;2.2;0.028621546318048426;0.6781141474371393;8;85655.50850130945;13;0;0.19799999999999998;0;0.0647021441220152;0.6835766571293609;8;94154.97837935733;14;0;0.19799999999999998;0;0.05013379319176155;1;0;91078.87378836959;14;0;0.3125714285714286;0;0.11962106595911681;0.8091364024850921;6;96918.57836455849;17;0;0.2451764705882353;0;0.05056154213204239;0.8972045953408136;7;95111.13750763514;16;0;0.3106250000000001;0;0.047967389856891876;0.504463305162447;1;78313.99132442508;13;2;0.23684615384615382;1.5384615384615385;0.0440033883549648;0.7399197067967964;10;88223.2113260108;12;0;0.2730833333333333;0;0.03727248035085128;0.8943801731811067;9;85600.35844746884;16;0;0.24812499999999998;0;0.029474460854652995;0.7283172052028527;12;81136.01290077456;16;3;0.1485;1.125;0.03474933458132309;0.8185495116908855;9
;141001.9657787207;27;3;0.30507407407407405;0.8518518518518519;0.09435727619799568;0.7719834911134902;15;95362.48799276858;13;0;0.389923076923077;0;0.05511453944933516;1;2;74786.85577993475;12;0;0.2887500000000001;0;0.09797103900386961;0.630777857774014;8;86973.1516718652;13;0;0.258923076923077;0;0.10399431372162352;0.6231057540895493;12;95320.13559862101;14;1;0.3189285714285715;0.21428571428571427;0.10440683289864601;0.6328487686106826;3;71632.75504957642;11;0;0.38881818181818184;0;0.08039534831677322;0.6745910935599371;14;98079.72467477499;16;0;0.3285625;0;0.0289214407987394;0.6708337197751951;7;82840.58003820982;14;1;0.3330714285714286;0.21428571428571427;0.05978779120353374;0.7353946784970151;18;100782.71131422257;18;0;0.3085555555555556;0;0.08852021776187013;1;0;84489.98994496983;11;0;0.2790000000000001;0;0.054276061556725284;0.8102633887045234;7;90709.14649868234;15;0;0.3042666666666667;0;0.028621546318048426;0.6781141474371393;8;85740.41415207218;13;0;0.2970000000000001;0;0.0647021441220152;0.6835766571293609;8;94246.41523402488;14;0;0.2970000000000001;0;0.05013379319176155;1;0;91161.49611106118;14;0;0.41157142857142853;0;0.11962106595911681;0.8091364024850921;6;97030.79663869296;17;0;0.3267058823529412;0;0.05056154213204239;0.8972045953408136;7;95209.87766100586;16;0;0.3786875;0;0.047967389856891876;0.504463305162447;1;78472.18493639468;13;1;0.3053846153846154;0.6153846153846154;0.0440033883549648;0.7399197067967964;10;88300.06200575069;12;0;0.34733333333333344;0;0.03727248035085128;0.8943801731811067;9;85712.97687505775;16;0;0.322375;0;0.029474460854652995;0.7283172052028527;12;81392.847194772;16;2;0.22893750000000004;0.625;0.03474933458132309;0.8185495116908855;9
;141416.684055649;27;4;0.33770370370370373;1;0.09435727619799568;0.7719834911134902;15;95425.56567580231;13;0;0.4889230769230769;0;0.05511453944933516;1;2;74849.32491642784;12;0;0.38775;0;0.09797103900386961;0.630777857774014;8;87051.73267418037;13;0;0.3503076923076923;0;0.10399431372162352;0.6231057540895493;12;95456.42867303094;14;1;0.41085714285714287;0.2857142857142857;0.10440683289864601;0.6328487686106826;3;71691.08534915319;11;0;0.48781818181818176;0;0.08039534831677322;0.6745910935599371;14;98233.30712324122;16;1;0.3526875;0.0625;0.0289214407987394;0.6708337197751951;7;82975.59909931337;14;1;0.41085714285714275;0.2857142857142857;0.05978779120353374;0.7353946784970151;18;100947.66047938092;18;1;0.38555555555555554;0.05555555555555555;0.08852021776187013;1;0;84550.08538973444;11;0;0.37799999999999995;0;0.054276061556725284;0.8102633887045234;7;90803.31400017843;15;0;0.3900666666666667;0;0.028621546318048426;0.6781141474371393;8;85806.5226178583;13;0;0.39599999999999996;0;0.0647021441220152;0.6835766571293609;8;94317.60896640994;14;0;0.39599999999999996;0;0.05013379319176155;1;0;91295.17170478804;14;1;0.4469285714285714;0.07142857142857142;0.11962106595911681;0.8091364024850921;6;97119.88829167497;17;0;0.41988235294117643;0;0.05056154213204239;0.8972045953408136;7;95359.0528434841;16;1;0.40281249999999996;0.0625;0.047967389856891876;0.504463305162447;1;78554.73596738702;13;0;0.3967692307692307;0;0.0440033883549648;0.7399197067967964;10;88359.56981356168;12;0;0.44633333333333325;0;0.03727248035085128;0.8943801731811067;9;85804.10210229926;16;0;0.36506249999999996;0;0.029474460854652995;0.7283172052028527;12;81619.9134636861;16;2;0.30937499999999996;0.75;0.03474933458132309;0.8185495116908855;9
;141886.21680210516;27;5;0.37803703703703695;0.7407407407407407;0.09435727619799568;0.7719834911134902;15;95547.86515170107;13;1;0.5041538461538462;0.07692307692307693;0.05511453944933516;1;2;75035.48934512254;12;2;0.40425000000000005;0.16666666666666666;0.09797103900386961;0.630777857774014;8;87248.2188744244;13;2;0.37315384615384617;0.15384615384615385;0.10399431372162352;0.6231057540895493;12;95583.90674111301;14;1;0.47450000000000003;0.35714285714285715;0.10440683289864601;0.6328487686106826;3;71807.44963384257;11;1;0.459909090909091;0.09090909090909091;0.08039534831677322;0.6745910935599371;14;98641.10275584074;16;5;0.32175000000000004;0.375;0.0289214407987394;0.6708337197751951;7;83369.71562575978;14;5;0.3613571428571429;0.6428571428571429;0.05978779120353374;0.7353946784970151;18;101229.25632493402;18;3;0.41305555555555556;0.2222222222222222;0.08852021776187013;1;0;84801.02260860262;11;3;0.342;0.2727272727272727;0.054276061556725284;0.8102633887045234;7;91009.89290380821;15;2;0.40986666666666677;0.13333333333333333;0.028621546318048426;0.6781141474371393;8;85995.97492708644;13;2;0.41884615384615387;0.15384615384615385;0.0647021441220152;0.6835766571293609;8;94578.7612756381;14;3;0.38892857142857146;0.21428571428571427;0.05013379319176155;1;0;91555.44206608884;14;3;0.45400000000000007;0.2857142857142857;0.11962106595911681;0.8091364024850921;6;97462.46635975703;17;4;0.39076470588235296;0.23529411764705882;0.05056154213204239;0.8972045953408136;7;95698.89027530586;16;4;0.3780625;0.3125;0.047967389856891876;0.504463305162447;1;78955.02808449704;13;5;0.258923076923077;0.38461538461538464;0.0440033883549648;0.7399197067967964;10;88611.35695704033;12;3;0.4050833333333334;0.25;0.03727248035085128;0.8943801731811067;9;86011.70208593599;16;2;0.40218750000000003;0.125;0.029474460854652995;0.7283172052028527;12;81913.51657883996;16;3;0.32175000000000004;0.4375;0.03474933458132309;0.8185495116908855;9
;142333.93395100758;27;5;0.455037037037037;0.9259259259259259;0.09435727619799568;0.7719834911134902;15;95731.8649592067;13;2;0.511;0.23076923076923078;0.05511453944933516;1;2;75215.24121907688;12;2;0.48675;0.3333333333333333;0.09797103900386961;0.630777857774014;8;87435.46605234401;13;2;0.45692307692307693;0.3076923076923077;0.10399431372162352;0.6231057540895493;12;95702.74174184848;14;1;0.5664285714285715;0.42857142857142855;0.10440683289864601;0.6328487686106826;3;71922.13041732466;11;1;0.513909090909091;0.18181818181818182;0.08039534831677322;0.6745910935599371;14;99041.03989639402;16;5;0.3898125;0.6875;0.0289214407987394;0.6708337197751951;7;83759.10286579894;14;5;0.41085714285714287;1;0.05978779120353374;0.7353946784970151;18;101500.15051453377;18;3;0.4955555555555555;0.3888888888888889;0.08852021776187013;1;0;85046.225331059;11;3;0.4139999999999999;0.5454545454545454;0.054276061556725284;0.8102633887045234;7;91207.85381215622;15;2;0.4758666666666667;0.26666666666666666;0.028621546318048426;0.6781141474371393;8;86178.6880720053;13;2;0.5026153846153847;0.3076923076923077;0.0647021441220152;0.6835766571293609;8;94833.17442055696;14;3;0.46671428571428575;0.42857142857142855;0.05013379319176155;1;0;91809.42308594413;14;3;0.5035000000000001;0.5;0.11962106595911681;0.8091364024850921;6;97797.30005352524;17;4;0.46064705882352946;0.47058823529411764;0.05056154213204239;0.8972045953408136;7;96163.37951361085;16;6;0.4028125000000001;0.6875;0.047967389856891876;0.504463305162447;1;79411.1402440622;12;6;0.25575;0.9166666666666666;0.0440033883549648;0.7399197067967964;10;88857.78492438082;12;3;0.47933333333333333;0.5;0.03727248035085128;0.8943801731811067;9;86208.77233761891;16;2;0.4888125000000001;0.25;0.029474460854652995;0.7283172052028527;12;82196.61817082006;16;3;0.37125;0.625;0.03474933458132309;0.8185495116908855;9
;142782.678512356;27;5;0.4913333333333331;0.5925925925925926;0.09435727619799568;0.7719834911134902;15;95910.80190697714;13;2;0.5795384615384616;0.38461538461538464;0.05511453944933516;1;2;75390.38085703006;12;2;0.5692499999999999;0.5;0.09797103900386961;0.630777857774014;8;87616.46196476511;13;2;0.5406923076923076;0.46153846153846156;0.10399431372162352;0.6231057540895493;12;95815.79333924952;14;1;0.6442142857142856;0.5;0.10440683289864601;0.6328487686106826;3;72099.21191215377;11;2;0.49499999999999994;0.36363636363636365;0.08039534831677322;0.6745910935599371;14;99435.91050621343;16;5;0.45168749999999996;1;0.0289214407987394;0.6708337197751951;7;84144.76299543829;14;5;0.4744999999999999;1.3571428571428572;0.05978779120353374;0.7353946784970151;18;101833.32234754997;18;4;0.5114999999999998;0.6111111111111112;0.08852021776187013;1;0;85287.41857238239;11;3;0.48599999999999993;0.8181818181818182;0.054276061556725284;0.8102633887045234;7;91399.01988173126;15;2;0.5418666666666666;0.4;0.028621546318048426;0.6781141474371393;8;86356.51283562375;13;2;0.5863846153846152;0.46153846153846156;0.0647021441220152;0.6835766571293609;8;95082.6991841754;14;3;0.5444999999999999;0.6428571428571429;0.05013379319176155;1;0;92058.43812536655;14;3;0.5812857142857143;0.7142857142857143;0.11962106595911681;0.8091364024850921;6;98126.06430222713;17;4;0.524705882352941;0.7058823529411765;0.05056154213204239;0.8972045953408136;7;96624.04109121504;16;6;0.4523124999999999;1.0625;0.047967389856891876;0.504463305162447;1;79927.51408255709;11;7;0.22499999999999998;1.6363636363636365;0.0440033883549648;0.7399197067967964;10;89170.06551440337;12;4;0.45374999999999993;0.8333333333333334;0.03727248035085128;0.8943801731811067;9;86398.54417063511;16;2;0.5754374999999998;0.375;0.029474460854652995;0.7283172052028527;12;82464.33223368443;16;3;0.4578749999999999;0.8125;0.03474933458132309;0.8185495116908855;9
;143215.4927521723;27;5;0.5683333333333332;0.7777777777777778;0.09435727619799568;0.7719834911134902;15;96154.27648607796;13;3;0.6099999999999999;0.6153846153846154;0.05511453944933516;1;2;75562.04248879249;12;2;0.6517499999999999;0.6666666666666666;0.09797103900386961;0.630777857774014;8;87795.21619311342;13;2;0.594;0.6153846153846154;0.10399431372162352;0.6231057540895493;12;95924.24528761604;14;1;0.7361428571428571;0.5714285714285714;0.10440683289864601;0.6328487686106826;3;72271.59976181481;11;2;0.576;0.5454545454545454;0.08039534831677322;0.6745910935599371;14;99895.49067136273;16;6;0.47024999999999995;1.375;0.0289214407987394;0.6708337197751951;7;84527.89850872985;14;5;0.5239999999999999;1.7142857142857142;0.05978779120353374;0.7353946784970151;18;102161.1167366869;18;4;0.5884999999999999;0.8333333333333334;0.08852021776187013;1;0;85525.63968960106;11;3;0.5579999999999999;1.0909090909090908;0.054276061556725284;0.8102633887045234;7;91652.21069929724;15;3;0.5814666666666667;0.6;0.028621546318048426;0.6781141474371393;8;86530.62985626468;13;2;0.6701538461538461;0.6153846153846154;0.0647021441220152;0.6835766571293609;8;95328.51620481633;14;3;0.6222857142857142;0.8571428571428571;0.05013379319176155;1;0;92304.38049038324;14;3;0.6307857142857143;0.9285714285714286;0.11962106595911681;0.8091364024850921;6;98587.7627887115;17;6;0.5008235294117647;1.0588235294117647;0.05056154213204239;0.8972045953408136;7;97081.497136929;16;6;0.5141875;1.4375;0.047967389856891876;0.504463305162447;1;80441.97802538899;11;7;0.26099999999999995;2.272727272727273;0.0440033883549648;0.7399197067967964;10;89479.54223332199;12;4;0.5197499999999999;1.1666666666666667;0.03727248035085128;0.8943801731811067;9;86582.93855977205;16;2;0.6620624999999999;0.5;0.029474460854652995;0.7283172052028527;12;82724.05830219785;16;3;0.5383125;1;0.03474933458132309;0.8185495116908855;9
;143707.04101731136;27;6;0.6233333333333334;1;0.09435727619799568;0.7719834911134902;15;96395.2906226542;13;3;0.6709230769230768;0.8461538461538461;0.05511453944933516;1;2;75731.58880549134;12;2;0.7177499999999998;0.8333333333333334;0.09797103900386961;0.630777857774014;8;88038.45810888291;13;3;0.6244615384615384;0.8461538461538461;0.10399431372162352;0.6231057540895493;12;96029.44355030914;14;1;0.8139285714285714;0.6428571428571429;0.10440683289864601;0.6328487686106826;3;72509.18411158003;11;3;0.594;0.8181818181818182;0.08039534831677322;0.6745910935599371;14;100352.10140244452;16;6;0.532125;1.75;0.0289214407987394;0.6708337197751951;7;84908.74678295832;14;5;0.587642857142857;2.0714285714285716;0.05978779120353374;0.7353946784970151;18;102481.98424704601;17;4;0.6580588235294116;1.1176470588235294;0.08852021776187013;1;0;85830.13598387373;11;4;0.567;1.4545454545454546;0.054276061556725284;0.8102633887045234;7;92107.86748940145;15;6;0.4884;1;0.028621546318048426;0.6781141474371393;8;86701.83831869318;13;2;0.7539230769230768;0.7692307692307693;0.0647021441220152;0.6835766571293609;8;95571.42466724482;14;3;0.7000714285714285;1.0714285714285714;0.05013379319176155;1;0;92547.3466408768;14;3;0.7085714285714285;1.1428571428571428;0.11962106595911681;0.8091364024850921;6;99046.37273306634;17;6;0.5648823529411764;1.411764705882353;0.05056154213204239;0.8972045953408136;7;97536.74537719593;16;6;0.5636874999999999;1.8125;0.047967389856891876;0.504463305162447;1;80955.0360737712;11;7;0.297;2.909090909090909;0.0440033883549648;0.7399197067967964;10;89786.83098401656;12;4;0.5857499999999999;1.5;0.03727248035085128;0.8943801731811067;9;86763.19852655307;16;2;0.7486875;0.625;0.029474460854652995;0.7283172052028527;12;82978.19023776421;16;3;0.6187499999999999;1.1875;0.03474933458132309;0.8185495116908855;9
;144191.95786529398;27;6;0.7003333333333331;1.2222222222222223;0.09435727619799568;0.7719834911134902;15;96703.616747742;13;4;0.6625384615384615;1.1538461538461537;0.05511453944933516;1;2;75898.83002009727;12;2;0.80025;1;0.09797103900386961;0.630777857774014;8;88278.92257061902;13;3;0.7006153846153845;1.0769230769230769;0.10399431372162352;0.6231057540895493;12;96132.00329625113;14;1;0.8987857142857143;0.7142857142857143;0.10440683289864601;0.6328487686106826;3;72744.5410273761;11;3;0.666;1.0909090909090908;0.08039534831677322;0.6745910935599371;14;100806.35556957127;16;6;0.594;2.125;0.0289214407987394;0.6708337197751951;7;85288.06336101975;14;5;0.6371428571428571;2.4285714285714284;0.05978779120353374;0.7353946784970151;18;102799.8351445893;17;4;0.733764705882353;1.3529411764705883;0.08852021776187013;1;0;86133.14161050068;11;4;0.63;1.8181818181818181;0.054276061556725284;0.8102633887045234;7;92560.97656225906;15;6;0.5478000000000001;1.4;0.028621546318048426;0.6781141474371393;8;86870.70430339266;13;2;0.8376923076923077;0.9230769230769231;0.0647021441220152;0.6835766571293609;8;95811.9906519443;14;3;0.7778571428571429;1.2857142857142858;0.05013379319176155;1;0;92788.56448979731;14;3;0.7580714285714285;1.3571428571428572;0.11962106595911681;0.8091364024850921;6;99502.5160846696;17;6;0.6289411764705882;1.7647058823529411;0.05056154213204239;0.8972045953408136;7;97989.90512077598;16;6;0.6255625;2.1875;0.047967389856891876;0.504463305162447;1;81467.01086629092;11;7;0.33299999999999996;3.5454545454545454;0.0440033883549648;0.7399197067967964;10;90092.36465268246;12;4;0.6517499999999999;1.8333333333333333;0.03727248035085128;0.8943801731811067;9;86940.17746613531;16;2;0.8353125;0.75;0.029474460854652995;0.7283172052028527;12;83228.15060215288;16;3;0.6991875;1.375;0.03474933458132309;0.8185495116908855;9
;145020.4371414514;27;11;0.5646666666666667;1.6296296296296295;0.09435727619799568;0.7719834911134902;15;97079.79939142968;13;5;0.6473076923076924;1.5384615384615385;0.05511453944933516;1;2;76203.31266378495;12;4;0.70125;1.3333333333333333;0.09797103900386961;0.630777857774014;8;88587.79357101923;13;4;0.6701538461538461;1.3846153846153846;0.10399431372162352;0.6231057540895493;12;96442.1242783413;14;4;0.7149285714285715;1;0.10440683289864601;0.6328487686106826;3;72978.13810551095;11;3;0.738;1.3636363636363635;0.08039534831677322;0.6745910935599371;14;101397.81338408866;16;8;0.51975;2.625;0.0289214407987394;0.6708337197751951;7;85804.92681106718;14;7;0.5452142857142858;2.9285714285714284;0.05978779120353374;0.7353946784970151;18;103323.91057817468;17;7;0.6172941176470589;1.7647058823529411;0.08852021776187013;1;0;86504.48112263127;11;5;0.5940000000000001;2.272727272727273;0.054276061556725284;0.8102633887045234;7;93081.63805477688;15;7;0.5346;1.8666666666666667;0.028621546318048426;0.6781141474371393;8;87246.32365290012;13;5;0.6701538461538463;1.3076923076923077;0.0647021441220152;0.6835766571293609;8;96189.7499201402;14;5;0.7000714285714287;1.6428571428571428;0.05013379319176155;1;0;93166.85509063024;14;5;0.6802857142857144;1.7142857142857142;0.11962106595911681;0.8091364024850921;6;100024.063476216;16;7;0.6001875000000001;2.3125;0.05056154213204239;0.8972045953408136;7;98441.66025088822;16;6;0.6750625000000001;2.5625;0.047967389856891876;0.504463305162447;1;81978.12307877812;11;7;0.36899999999999994;4.181818181818182;0.0440033883549648;0.7399197067967964;10;90535.57933564276;12;6;0.53625;2.3333333333333335;0.03727248035085128;0.8943801731811067;9;87114.48774530411;16;2;0.9219375000000002;0.875;0.029474460854652995;0.7283172052028527;12;83613.98582606443;16;5;0.6435;1.6875;0.03474933458132309;0.8185495116908855;9
;146125.50453015725;27;15;0.4194814814814815;2.185185185185185;0.09435727619799568;0.7719834911134902;15;97803.53103395081;13;10;0.23761538461538462;2.3076923076923075;0.05511453944933516;1;2;76855.36353390788;12;9;0.25658333333333333;2.0833333333333335;0.09797103900386961;0.630777857774014;8;89243.62650284093;13;9;0.2673076923076923;2.076923076923077;0.10399431372162352;0.6231057540895493;12;97166.54691379948;13;10;0.21323076923076922;1.8461538461538463;0.10440683289864601;0.6328487686106826;3;73420.33323720004;11;6;0.43472727272727274;1.9090909090909092;0.08039534831677322;0.6745910935599371;14;102126.00003481636;15;10;0.3445333333333333;3.466666666666667;0.0289214407987394;0.6708337197751951;7;86669.91853489989;14;12;0.14285714285714285;3.7857142857142856;0.05978779120353374;0.7353946784970151;18;104195.82834296001;17;12;0.2929411764705882;2.4705882352941178;0.08852021776187013;1;0;87015.56457029669;11;7;0.36363636363636365;2.909090909090909;0.054276061556725284;0.8102633887045234;7;93810.84613898679;15;10;0.3122;2.533333333333333;0.028621546318048426;0.6781141474371393;8;87831.40296248188;13;8;0.38461538461538464;1.9230769230769231;0.0647021441220152;0.6835766571293609;8;96844.2333678056;13;9;0.3076923076923077;2.4615384615384617;0.05013379319176155;1;0;93823.47845698408;14;9;0.36350000000000005;2.357142857142857;0.11962106595911681;0.8091364024850921;6;100893.6661514832;16;12;0.24937499999999999;3.0625;0.05056154213204239;0.8972045953408136;7;99100.56349838682;15;9;0.4066;3.3333333333333335;0.047967389856891876;0.504463305162447;1;82628.01480261084;11;9;0.18181818181818182;5;0.0440033883549648;0.7399197067967964;10;91187.6109781639;12;9;0.2574166666666667;3.0833333333333335;0.03727248035085128;0.8943801731811067;9;87843.00551008944;15;10;0.33199999999999996;1.6;0.029474460854652995;0.7283172052028527;12;84207.2357733343;16;8;0.46531249999999996;2.1875;0.03474933458132309;0.8185495116908855;9
